agency,date,id5,id4,metro,uza,uza_name,value,count,last,indexed,value_ave,last_rank,indexed_ave
Chicago Transit Authority,1/1/11,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",24357175,120,19482386,0.010474601,25442175.33,3,0
Chicago Transit Authority,2/1/11,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",22814156,120,19482386,-0.053538631,25334631,3,-0.00422701
Chicago Transit Authority,3/1/11,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",27490595,120,19482386,0.140466742,25386695.33,3,-0.002180631
Chicago Transit Authority,4/1/11,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",25503893,120,19482386,0.058047007,25346416.58,3,-0.00376378
Chicago Transit Authority,5/1/11,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",26444011,120,19482386,0.097048466,25406009.25,3,-0.001421501
Chicago Transit Authority,6/1/11,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",26104841,120,19482386,0.082977759,25463441.83,3,8.36E-04
Chicago Transit Authority,7/1/11,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",25089027,120,19482386,0.040835998,25462162.33,3,7.86E-04
Chicago Transit Authority,8/1/11,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",26758978,120,19482386,0.110115095,25552762,3,0.004346588
Chicago Transit Authority,9/1/11,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",27358226,120,19482386,0.134975321,25601127.5,3,0.006247586
Chicago Transit Authority,10/1/11,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",27681086,120,19482386,0.148369396,25639135.08,3,0.007741467
Chicago Transit Authority,11/1/11,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",25820762,120,19482386,0.071192541,25689725.67,3,0.00972992
Chicago Transit Authority,12/1/11,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",24950312,120,19482386,0.035081309,25864421.83,3,0.016596321
Chicago Transit Authority,1/1/12,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",24678858,120,19482386,0.023819848,25891228.75,3,0.017649962
Chicago Transit Authority,2/1/12,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",25891780,120,19482386,0.074138773,26147697.42,3,0.027730415
Chicago Transit Authority,3/1/12,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",27916601,120,19482386,0.158139902,26183197.92,3,0.029125756
Chicago Transit Authority,4/1/12,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",25673943,120,19482386,0.065101652,26197368.75,3,0.029682738
Chicago Transit Authority,5/1/12,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",27200193,120,19482386,0.12841921,26260383.92,3,0.032159537
Chicago Transit Authority,6/1/12,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",25928423,120,19482386,0.075658934,26245682.42,3,0.031581697
Chicago Transit Authority,7/1/12,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",25133850,120,19482386,0.042695512,26249417.67,3,0.031728511
Chicago Transit Authority,8/1/12,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",26904559,120,19482386,0.116154625,26261549.42,3,0.032205347
Chicago Transit Authority,9/1/12,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",26479604,120,19482386,0.098525067,26188330.92,3,0.029327507
Chicago Transit Authority,10/1/12,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",28893007,120,19482386,0.198646794,26289324.33,3,0.033297035
Chicago Transit Authority,11/1/12,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",26017156,120,19482386,0.079340085,26305690.5,3,0.033940304
Chicago Transit Authority,12/1/12,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",23705604,120,19482386,-0.016556282,26201964.83,3,0.029863386
Chicago Transit Authority,1/1/13,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",24676639,120,19482386,0.023727791,26201779.92,3,0.029856118
Chicago Transit Authority,2/1/13,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",23653940,120,19482386,-0.018699599,26015293.25,3,0.022526294
Chicago Transit Authority,3/1/13,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",25632565,120,19482386,0.063385056,25824956.92,3,0.015045159
Chicago Transit Authority,4/1/13,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",25820983,120,19482386,0.07120171,25837210.25,3,0.015526774
Chicago Transit Authority,5/1/13,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",26855595,120,19482386,0.114123319,25808493.75,3,0.014398078
Chicago Transit Authority,6/1/13,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",25077758,120,19482386,0.040368496,25737605,3,0.011611808
Chicago Transit Authority,7/1/13,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",25001394,120,19482386,0.037200481,25726567,3,0.011177962
Chicago Transit Authority,8/1/13,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",25395068,120,19482386,0.053532325,25600776.08,3,0.006233773
Chicago Transit Authority,9/1/13,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",26104377,120,19482386,0.08295851,25569507.17,3,0.005004754
Chicago Transit Authority,10/1/13,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",27333097,120,19482386,0.133932827,25439514.67,3,-1.05E-04
Chicago Transit Authority,11/1/13,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",23115401,120,19482386,-0.04104127,25197701.75,3,-0.009608989
Chicago Transit Authority,12/1/13,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",21449540,120,19482386,-0.110150689,25009696.42,3,-0.016998504
Chicago Transit Authority,1/1/14,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",20556420,120,19482386,-0.147202403,24666344.83,3,-0.030493874
Chicago Transit Authority,2/1/14,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",21759993,120,19482386,-0.097271327,24508515.92,3,-0.036697311
Chicago Transit Authority,3/1/14,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",24607093,120,19482386,0.020842626,24423059.92,3,-0.040056143
Chicago Transit Authority,4/1/14,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",23918987,120,19482386,-0.007703937,24264560.25,3,-0.046285943
Chicago Transit Authority,5/1/14,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",24551161,120,19482386,0.018522248,24072524.08,3,-0.053833889
Chicago Transit Authority,6/1/14,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",22390364,120,19482386,-0.071119941,23848574.58,3,-0.062636183
Chicago Transit Authority,7/1/14,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",22615198,120,19482386,-0.061792544,23649724.92,3,-0.070451932
Chicago Transit Authority,8/1/14,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",22214609,120,19482386,-0.078411262,23384686.67,3,-0.080869212
Chicago Transit Authority,9/1/14,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",24434847,120,19482386,0.013696879,23245559.17,3,-0.086337593
Chicago Transit Authority,10/1/14,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",25638174,120,19482386,0.063617749,23104315.58,3,-0.091889145
Chicago Transit Authority,11/1/14,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",21484661,120,19482386,-0.10869367,22968420.58,3,-0.097230473
Chicago Transit Authority,12/1/14,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",21945250,120,19482386,-0.08958581,23009729.75,3,-0.095606824
Chicago Transit Authority,1/1/15,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",21404075,120,19482386,-0.112036837,23080367.67,3,-0.092830414
Chicago Transit Authority,2/1/15,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",20973492,120,19482386,-0.129899877,23014825.92,3,-0.09540652
Chicago Transit Authority,3/1/15,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",24520857,120,19482386,0.017265065,23007639.58,3,-0.095688978
Chicago Transit Authority,4/1/15,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",23515670,120,19482386,-0.024435828,22974029.83,3,-0.097010003
Chicago Transit Authority,5/1/15,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",23615579,120,19482386,-0.020291032,22896064.67,3,-0.100074409
Chicago Transit Authority,6/1/15,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",23206110,120,19482386,-0.037278143,22964043.5,3,-0.097402514
Chicago Transit Authority,7/1/15,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",22901147,120,19482386,-0.049929748,22987872.58,3,-0.096465916
Chicago Transit Authority,8/1/15,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",22218099,120,19482386,-0.078266477,22988163.42,3,-0.096454485
Chicago Transit Authority,9/1/15,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",23886542,120,19482386,-0.009049941,22942471.33,3,-0.098250404
Chicago Transit Authority,10/1/15,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",25047870,120,19482386,0.039128571,22893279.33,3,-0.100183886
Chicago Transit Authority,11/1/15,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",21655512,120,19482386,-0.101605796,22907516.92,3,-0.099624281
Chicago Transit Authority,12/1/15,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",21343813,120,19482386,-0.114536849,22857397.17,3,-0.101594228
Chicago Transit Authority,1/1/16,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",20751114,120,19482386,-0.139125385,22802983.75,3,-0.103732937
Chicago Transit Authority,2/1/16,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",21466849,120,19482386,-0.109432613,22844096.83,3,-0.102116995
Chicago Transit Authority,3/1/16,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",23340888,120,19482386,-0.031686782,22745766.08,3,-0.105981867
Chicago Transit Authority,4/1/16,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",21708284,120,19482386,-0.099416512,22595150.58,3,-0.111901782
Chicago Transit Authority,5/1/16,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",22222368,120,19482386,-0.078089374,22479049.67,3,-0.116465107
Chicago Transit Authority,6/1/16,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",21700741,120,19482386,-0.099729439,22353602.25,3,-0.121395794
Chicago Transit Authority,7/1/16,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",20368118,120,19482386,-0.155014245,22142516.5,3,-0.129692481
Chicago Transit Authority,8/1/16,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",21419471,120,19482386,-0.111398123,22075964.17,3,-0.132308308
Chicago Transit Authority,9/1/16,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",22702660,120,19482386,-0.058164121,21977307.33,3,-0.136185996
Chicago Transit Authority,10/1/16,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",22961412,120,19482386,-0.047429612,21803435.83,3,-0.143019984
Chicago Transit Authority,11/1/16,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",21083500,120,19482386,-0.125336117,21755768.17,3,-0.144893552
Chicago Transit Authority,12/1/16,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",19333035,120,19482386,-0.197955394,21588203.33,3,-0.151479657
Chicago Transit Authority,1/1/17,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",19570749,120,19482386,-0.18809366,21489839.58,3,-0.155345826
Chicago Transit Authority,2/1/17,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",19900788,120,19482386,-0.17440176,21359334.5,3,-0.160475304
Chicago Transit Authority,3/1/17,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",22122473,120,19482386,-0.082233589,21257799.92,3,-0.164466103
Chicago Transit Authority,4/1/17,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",20111450,120,19482386,-0.165662298,21124730.42,3,-0.169696375
Chicago Transit Authority,5/1/17,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",21934061,120,19482386,-0.090049994,21100704.83,3,-0.170640696
Chicago Transit Authority,6/1/17,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",21076518,120,19482386,-0.12562577,21048686.25,3,-0.172685277
Chicago Transit Authority,7/1/17,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",19785002,120,19482386,-0.179205223,21000093.25,3,-0.174595215
Chicago Transit Authority,8/1/17,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",20878045,120,19482386,-0.133859563,20954974.42,3,-0.176368603
Chicago Transit Authority,9/1/17,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",21895796,120,19482386,-0.091637444,20887735.75,3,-0.179011406
Chicago Transit Authority,10/1/17,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",22543248,120,19482386,-0.064777441,20852888.75,3,-0.180381061
Chicago Transit Authority,11/1/17,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",20641026,120,19482386,-0.143692463,20816015.92,3,-0.181830341
Chicago Transit Authority,12/1/17,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",18772015,120,19482386,-0.221229704,20769264.25,3,-0.183667907
Chicago Transit Authority,1/1/18,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",19192860,120,19482386,-0.203770652,20737773.5,3,-0.184905645
Chicago Transit Authority,2/1/18,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",18530421,120,19482386,-0.231252402,20623576.25,3,-0.189394147
Chicago Transit Authority,3/1/18,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",20953087,120,19482386,-0.130746393,20526127.42,3,-0.193224355
Chicago Transit Authority,4/1/18,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",20400912,120,19482386,-0.153653762,20550249.25,3,-0.192276251
Chicago Transit Authority,5/1/18,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",21468846,120,19482386,-0.109349766,20511481.33,3,-0.193800017
Chicago Transit Authority,6/1/18,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",19949111,120,19482386,-0.172397046,20417530.75,3,-0.197492727
Chicago Transit Authority,7/1/18,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",19757072,120,19482386,-0.180363919,20415203.25,3,-0.197584209
Chicago Transit Authority,8/1/18,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",20242243,120,19482386,-0.160236258,20362219.75,3,-0.199666715
Chicago Transit Authority,9/1/18,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",20673841,120,19482386,-0.14233111,20260390.17,3,-0.203669108
Chicago Transit Authority,10/1/18,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",22736825,120,19482386,-0.056746762,20276521.58,3,-0.203035066
Chicago Transit Authority,11/1/18,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",19723982,120,19482386,-0.181736681,20200101.25,3,-0.206038753
Chicago Transit Authority,12/1/18,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",18543810,120,19482386,-0.23069695,20181084.17,3,-0.206786216
Chicago Transit Authority,1/1/19,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",17453870,120,19482386,-0.27591388,20036168.33,3,-0.212482106
Chicago Transit Authority,2/1/19,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",18278675,120,19482386,-0.241696263,20015189.5,3,-0.213306675
Chicago Transit Authority,3/1/19,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",20267148,120,19482386,-0.159203056,19958027.92,3,-0.215553401
Chicago Transit Authority,4/1/19,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",19936879,120,19482386,-0.172904499,19919358.5,3,-0.217073295
Chicago Transit Authority,5/1/19,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",21144867,120,19482386,-0.122790264,19892360.25,3,-0.218134456
Chicago Transit Authority,6/1/19,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",19794292,120,19482386,-0.178819821,19879458.67,3,-0.218641551
Chicago Transit Authority,7/1/19,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",19903916,120,19482386,-0.174271992,19891695.67,3,-0.218160578
Chicago Transit Authority,8/1/19,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",19940712,120,19482386,-0.172745484,19866568.08,3,-0.219148213
Chicago Transit Authority,9/1/19,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",20857680,120,19482386,-0.134704419,19881888,3,-0.218546066
Chicago Transit Authority,10/1/19,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",21800399,120,19482386,-0.095595056,19803852.5,3,-0.221613237
Chicago Transit Authority,11/1/19,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",19304407,120,19482386,-0.199143046,19768887.92,3,-0.222987514
Chicago Transit Authority,12/1/19,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",18593555,120,19482386,-0.228633243,19773033.33,3,-0.222824579
Chicago Transit Authority,1/1/20,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",19482386,120,19482386,-0.191759462,19942076.33,3,-0.216180375
Honolulu Department of Transportation Services,1/1/11,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5958379,120,4984478,0.05422938,5899157.25,15,0
Honolulu Department of Transportation Services,2/1/11,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5591679,120,4984478,-0.010651675,5894140.417,15,-8.50E-04
Honolulu Department of Transportation Services,3/1/11,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5921928,120,4984478,0.047780022,5880944.083,15,-0.003087418
Honolulu Department of Transportation Services,4/1/11,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5828245,120,4984478,0.031204479,5873445.167,15,-0.004358603
Honolulu Department of Transportation Services,5/1/11,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5791838,120,4984478,0.024762906,5877880,15,-0.003606829
Honolulu Department of Transportation Services,6/1/11,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5567392,120,4984478,-0.014948829,5874136.833,15,-0.004241354
Honolulu Department of Transportation Services,7/1/11,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5688402,120,4984478,0.006461743,5870498.833,15,-0.004858053
Honolulu Department of Transportation Services,8/1/11,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",6223518,120,4984478,0.101141018,5885939.5,15,-0.002240617
Honolulu Department of Transportation Services,9/1/11,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",6195626,120,4984478,0.096206024,5888245.417,15,-0.001849727
Honolulu Department of Transportation Services,10/1/11,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",6198941,120,4984478,0.096792555,5892223.667,15,-0.001175352
Honolulu Department of Transportation Services,11/1/11,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5853315,120,4984478,0.03564017,5887234.917,15,-0.002021023
Honolulu Department of Transportation Services,12/1/11,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5781495,120,4984478,0.022932896,5883396.5,15,-0.002671695
Honolulu Department of Transportation Services,1/1/12,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",6109921,120,4984478,0.081042046,5896025,15,-5.31E-04
Honolulu Department of Transportation Services,2/1/12,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",6029931,120,4984478,0.066889236,5932546,15,0.005659919
Honolulu Department of Transportation Services,3/1/12,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",6033829,120,4984478,0.067578918,5941871.083,15,0.007240667
Honolulu Department of Transportation Services,4/1/12,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5848696,120,4984478,0.03482292,5943575.333,15,0.007529564
Honolulu Department of Transportation Services,5/1/12,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5988513,120,4984478,0.059561056,5959964.917,15,0.010307857
Honolulu Department of Transportation Services,6/1/12,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5434985,120,4984478,-0.038375896,5948931,15,0.008437434
Honolulu Department of Transportation Services,7/1/12,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5622013,120,4984478,-0.005284612,5943398.583,15,0.007499602
Honolulu Department of Transportation Services,8/1/12,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",6399521,120,4984478,0.132281624,5958065.5,15,0.009985876
Honolulu Department of Transportation Services,9/1/12,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",6002927,120,4984478,0.062111357,5942007.25,15,0.007263749
Honolulu Department of Transportation Services,10/1/12,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",6300306,120,4984478,0.114727292,5950454.333,15,0.008695663
Honolulu Department of Transportation Services,11/1/12,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5950838,120,4984478,0.052895133,5958581.25,15,0.010073303
Honolulu Department of Transportation Services,12/1/12,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5700344,120,4984478,0.008574667,5951818.667,15,0.008926939
Honolulu Department of Transportation Services,1/1/13,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",6143701,120,4984478,0.087018817,5954633.667,15,0.009404126
Honolulu Department of Transportation Services,2/1/13,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5705743,120,4984478,0.009529925,5927618,15,0.004824545
Honolulu Department of Transportation Services,3/1/13,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5875679,120,4984478,0.039597083,5914438.833,15,0.002590469
Honolulu Department of Transportation Services,4/1/13,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5944508,120,4984478,0.051775152,5922423.167,15,0.003943939
Honolulu Department of Transportation Services,5/1/13,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5938091,120,4984478,0.050639778,5918221.333,15,0.003231662
Honolulu Department of Transportation Services,6/1/13,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5362370,120,4984478,-0.051223831,5912170.083,15,0.00220588
Honolulu Department of Transportation Services,7/1/13,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5407775,120,4984478,-0.043190223,5894316.917,15,-8.21E-04
Honolulu Department of Transportation Services,8/1/13,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5846932,120,4984478,0.034510812,5848267.833,15,-0.008626557
Honolulu Department of Transportation Services,9/1/13,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5621083,120,4984478,-0.005449159,5816447.5,15,-0.014020604
Honolulu Department of Transportation Services,10/1/13,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5931242,120,4984478,0.049427969,5785692.167,15,-0.019234117
Honolulu Department of Transportation Services,11/1/13,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5484847,120,4984478,-0.029553701,5746859.583,15,-0.025816851
Honolulu Department of Transportation Services,12/1/13,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5602286,120,4984478,-0.008774955,5738688.083,15,-0.027202049
Honolulu Department of Transportation Services,1/1/14,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5621198,120,4984478,-0.005428812,5695146.167,15,-0.03458309
Honolulu Department of Transportation Services,2/1/14,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5280963,120,4984478,-0.065627355,5659747.833,15,-0.040583664
Honolulu Department of Transportation Services,3/1/14,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5600529,120,4984478,-0.009085825,5636818.667,15,-0.044470519
Honolulu Department of Transportation Services,4/1/14,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5411094,120,4984478,-0.042602985,5592367.5,15,-0.052005691
Honolulu Department of Transportation Services,5/1/14,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5425052,120,4984478,-0.040133364,5549614.25,15,-0.05925304
Honolulu Department of Transportation Services,6/1/14,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5052448,120,4984478,-0.106059027,5523787.417,15,-0.063631095
Honolulu Department of Transportation Services,7/1/14,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5737885,120,4984478,0.015216881,5551296.583,15,-0.058967858
Honolulu Department of Transportation Services,8/1/14,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",6167689,120,4984478,0.091263068,5578026.333,15,-0.054436745
Honolulu Department of Transportation Services,9/1/14,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",6120719,120,4984478,0.08295256,5619662.667,15,-0.047378731
Honolulu Department of Transportation Services,10/1/14,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",6181317,120,4984478,0.093674301,5640502.25,15,-0.043846093
Honolulu Department of Transportation Services,11/1/14,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5543175,120,4984478,-0.019233597,5645362.917,15,-0.043022134
Honolulu Department of Transportation Services,12/1/14,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5731821,120,4984478,0.014143964,5656157.5,15,-0.041192282
Honolulu Department of Transportation Services,1/1/15,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5777653,120,4984478,0.022253122,5669195.417,15,-0.03898215
Honolulu Department of Transportation Services,2/1/15,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5507556,120,4984478,-0.025535746,5688078.167,15,-0.035781227
Honolulu Department of Transportation Services,3/1/15,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5849246,120,4984478,0.034920233,5708804.583,15,-0.032267773
Honolulu Department of Transportation Services,4/1/15,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5595245,120,4984478,-0.010020735,5724150.5,15,-0.029666399
Honolulu Department of Transportation Services,5/1/15,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5654022,120,4984478,3.79E-04,5743231.333,15,-0.026431897
Honolulu Department of Transportation Services,6/1/15,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5460885,120,4984478,-0.033793351,5777267.75,15,-0.020662189
Honolulu Department of Transportation Services,7/1/15,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5657549,120,4984478,0.001002852,5770573.083,15,-0.02179704
Honolulu Department of Transportation Services,8/1/15,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5917897,120,4984478,0.047066808,5749757.083,15,-0.02532568
Honolulu Department of Transportation Services,9/1/15,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5864954,120,4984478,0.037699484,5728443.333,15,-0.028938696
Honolulu Department of Transportation Services,10/1/15,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",6020731,120,4984478,0.065261459,5715061.167,15,-0.031207184
Honolulu Department of Transportation Services,11/1/15,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5529327,120,4984478,-0.021683754,5713907.167,15,-0.031402805
Honolulu Department of Transportation Services,12/1/15,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5752484,120,4984478,0.017799915,5715629.083,15,-0.031110913
