agency,date,id5,id4,metro,uza,uza_name,value,count,last,indexed,value_ave,last_rank,indexed_ave
New Jersey Transit Corporation,8/1/12,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",14170037,120,12431107,0.217641142,13612959.5,4,0.023560412
New Jersey Transit Corporation,9/1/12,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",13572181,120,12431107,0.16626696,13605313.67,4,0.022985521
New Jersey Transit Corporation,10/1/12,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",13269834,120,12431107,0.140286072,13551975.5,4,0.018975017
New Jersey Transit Corporation,11/1/12,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",13034490,120,12431107,0.120062798,13522033.75,4,0.016723692
New Jersey Transit Corporation,12/1/12,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",12926925,120,12431107,0.110819663,13493678.42,4,0.01459165
New Jersey Transit Corporation,1/1/13,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",13215925,120,12431107,0.135653634,13538284.83,4,0.017945613
New Jersey Transit Corporation,2/1/13,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",12182693,120,12431107,0.046867289,13474589.58,4,0.013156358
New Jersey Transit Corporation,3/1/13,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",13541500,120,12431107,0.16363052,13415481.5,4,0.008712013
New Jersey Transit Corporation,4/1/13,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",14218816,120,12431107,0.221832756,13472529.42,4,0.013001454
New Jersey Transit Corporation,5/1/13,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",14278358,120,12431107,0.226949241,13473882.25,4,0.013103174
New Jersey Transit Corporation,6/1/13,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",13295309,120,12431107,0.142475156,13437696.08,4,0.010382331
New Jersey Transit Corporation,7/1/13,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",13771887,120,12431107,0.183427836,13456496.25,4,0.011795918
New Jersey Transit Corporation,8/1/13,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",13845365,120,12431107,0.189741851,13429440.25,4,0.009761573
New Jersey Transit Corporation,9/1/13,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",13853439,120,12431107,0.190435656,13452878.42,4,0.011523892
New Jersey Transit Corporation,10/1/13,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",15016456,120,12431107,0.290374516,13598430.25,4,0.022467956
New Jersey Transit Corporation,11/1/13,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",13008282,120,12431107,0.117810726,13596246.25,4,0.022303741
New Jersey Transit Corporation,12/1/13,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",12724936,120,12431107,0.093462607,13579413.83,4,0.021038109
New Jersey Transit Corporation,1/1/14,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",12234064,120,12431107,0.051281635,13497592.08,4,0.01488592
New Jersey Transit Corporation,2/1/14,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",11449514,120,12431107,-0.016135293,13436493.83,4,0.010291933
New Jersey Transit Corporation,3/1/14,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",13531900,120,12431107,0.162805586,13435693.83,4,0.010231781
New Jersey Transit Corporation,4/1/14,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",13873399,120,12431107,0.192150832,13406909.08,4,0.008067452
New Jersey Transit Corporation,5/1/14,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",14162323,120,12431107,0.216978273,13397239.5,4,0.007340394
New Jersey Transit Corporation,6/1/14,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",13757733,120,12431107,0.182211573,13435774.83,4,0.010237871
New Jersey Transit Corporation,7/1/14,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",14010750,120,12431107,0.203953499,13455680.08,4,0.01173455
New Jersey Transit Corporation,8/1/14,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",13715218,120,12431107,0.178558229,13444834.5,4,0.010919069
New Jersey Transit Corporation,9/1/14,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",14366603,120,12431107,0.234532195,13487598.17,4,0.014134475
New Jersey Transit Corporation,10/1/14,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",15119310,120,12431107,0.299212832,13496169.33,4,0.014778943
New Jersey Transit Corporation,11/1/14,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",12746879,120,12431107,0.095348185,13474385.75,4,0.013141032
New Jersey Transit Corporation,12/1/14,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",13518988,120,12431107,0.161696049,13540556.75,4,0.018116439
New Jersey Transit Corporation,1/1/15,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",11978278,120,12431107,0.029301766,13519241.25,4,0.016513724
New Jersey Transit Corporation,2/1/15,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",11657956,120,12431107,0.001776273,13536611.42,4,0.017819789
New Jersey Transit Corporation,3/1/15,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",13598377,120,12431107,0.168518001,13542151.17,4,0.018236324
New Jersey Transit Corporation,4/1/15,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",13930253,120,12431107,0.197036336,13546889,4,0.018592562
New Jersey Transit Corporation,5/1/15,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",13833020,120,12431107,0.188681037,13519447.08,4,0.0165292
New Jersey Transit Corporation,6/1/15,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",13979035,120,12431107,0.201228207,13537888.92,4,0.017915844
New Jersey Transit Corporation,7/1/15,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",13943255,120,12431107,0.198153607,13532264.33,4,0.017492931
New Jersey Transit Corporation,8/1/15,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",13519871,120,12431107,0.161771925,13515985.42,4,0.016268917
New Jersey Transit Corporation,9/1/15,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",14080858,120,12431107,0.209977929,13492173.33,4,0.014478483
New Jersey Transit Corporation,10/1/15,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",14411445,120,12431107,0.2383855,13433184.58,4,0.01004311
New Jersey Transit Corporation,11/1/15,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",12897894,120,12431107,0.108325009,13445769.17,4,0.010989347
New Jersey Transit Corporation,12/1/15,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",13239735,120,12431107,0.137699644,13422498.08,4,0.009239591
New Jersey Transit Corporation,1/1/16,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",11622829,120,12431107,-0.001242214,13392877.33,4,0.007012402
New Jersey Transit Corporation,2/1/16,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",12240775,120,12431107,0.051858316,13441445.58,4,0.010664256
New Jersey Transit Corporation,3/1/16,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",13781448,120,12431107,0.184249419,13456701.5,4,0.011811351
New Jersey Transit Corporation,4/1/16,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",13185092,120,12431107,0.133004133,13394604.75,4,0.007142287
New Jersey Transit Corporation,5/1/16,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",13370331,120,12431107,0.148921849,13356047.33,4,0.004243149
New Jersey Transit Corporation,6/1/16,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",13602196,120,12431107,0.16884617,13324644.08,4,0.001881934
New Jersey Transit Corporation,7/1/16,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",12679701,120,12431107,0.089575532,13219347.92,4,-0.0060353
New Jersey Transit Corporation,8/1/16,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",13549254,120,12431107,0.164296827,13221796.5,4,-0.005851191
New Jersey Transit Corporation,9/1/16,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",13592538,120,12431107,0.168016251,13181103.17,4,-0.008910928
New Jersey Transit Corporation,10/1/16,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",13635067,120,12431107,0.171670798,13116405,4,-0.013775593
New Jersey Transit Corporation,11/1/16,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",12812611,120,12431107,0.100996581,13109298.08,4,-0.014309963
New Jersey Transit Corporation,12/1/16,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",12455715,120,12431107,0.07032826,13043963.08,4,-0.019222511
New Jersey Transit Corporation,1/1/17,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",12144387,120,12431107,0.043575628,13087426.25,4,-0.015954509
New Jersey Transit Corporation,2/1/17,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",11472528,120,12431107,-0.014157684,13023405.67,4,-0.020768226
New Jersey Transit Corporation,3/1/17,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",12784291,120,12431107,0.098563024,12940309.25,4,-0.027016258
New Jersey Transit Corporation,4/1/17,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",12492088,120,12431107,0.073453817,12882558.92,4,-0.031358514
New Jersey Transit Corporation,5/1/17,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",13497632,120,12431107,0.159860913,12893167.33,4,-0.030560866
New Jersey Transit Corporation,6/1/17,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",13336377,120,12431107,0.146004158,12871015.75,4,-0.032226446
New Jersey Transit Corporation,7/1/17,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",12455304,120,12431107,0.070292942,12852316,4,-0.033632483
New Jersey Transit Corporation,8/1/17,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",13299785,120,12431107,0.142859782,12831526.92,4,-0.035195618
New Jersey Transit Corporation,9/1/17,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",13155983,120,12431107,0.130502776,12795147.33,4,-0.037931004
New Jersey Transit Corporation,10/1/17,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",13831920,120,12431107,0.188586513,12811551.75,4,-0.036697553
New Jersey Transit Corporation,11/1/17,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",12698259,120,12431107,0.091170234,12802022.42,4,-0.037414065
New Jersey Transit Corporation,12/1/17,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",11780228,120,12431107,0.012283191,12745731.83,4,-0.041646562
New Jersey Transit Corporation,1/1/18,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",11809707,120,12431107,0.014816342,12717841.83,4,-0.043743616
New Jersey Transit Corporation,2/1/18,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",11512470,120,12431107,-0.01072544,12721170.33,4,-0.043493345
New Jersey Transit Corporation,3/1/18,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",12146803,120,12431107,0.043783236,12668046.33,4,-0.047487747
New Jersey Transit Corporation,4/1/18,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",12513172,120,12431107,0.07526558,12669803.33,4,-0.047355637
New Jersey Transit Corporation,5/1/18,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",13476151,120,12431107,0.158015035,12668013.25,4,-0.047490234
New Jersey Transit Corporation,6/1/18,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",12960853,120,12431107,0.113735119,12636719.58,4,-0.049843209
New Jersey Transit Corporation,7/1/18,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",12555181,120,12431107,0.078875442,12645042.67,4,-0.049217396
New Jersey Transit Corporation,8/1/18,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",13107176,120,12431107,0.126308757,12628991.92,4,-0.050424254
New Jersey Transit Corporation,9/1/18,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",12589510,120,12431107,0.081825357,12581785.83,4,-0.053973686
New Jersey Transit Corporation,10/1/18,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",14175964,120,12431107,0.218150453,12610456.17,4,-0.05181796
New Jersey Transit Corporation,11/1/18,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",12276790,120,12431107,0.05495311,12575333.75,4,-0.054458819
New Jersey Transit Corporation,12/1/18,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",11841733,120,12431107,0.017568359,12580459.17,4,-0.054073438
New Jersey Transit Corporation,1/1/19,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",12062890,120,12431107,0.036572534,12601557.75,4,-0.052487033
New Jersey Transit Corporation,2/1/19,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",11198651,120,12431107,-0.037692125,12575406.17,4,-0.054453374
New Jersey Transit Corporation,3/1/19,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",12563599,120,12431107,0.079598807,12610139.17,4,-0.051841795
New Jersey Transit Corporation,4/1/19,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",12905656,120,12431107,0.108992003,12642846.17,4,-0.049382551
New Jersey Transit Corporation,5/1/19,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",13334093,120,12431107,0.145807892,12631008,4,-0.050272664
New Jersey Transit Corporation,6/1/19,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",12454334,120,12431107,0.070209589,12588798.08,4,-0.053446434
New Jersey Transit Corporation,7/1/19,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",12753173,120,12431107,0.095889033,12605297.42,4,-0.052205847
New Jersey Transit Corporation,8/1/19,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",12940166,120,12431107,0.111957471,12591379.92,4,-0.053252306
New Jersey Transit Corporation,9/1/19,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",13084393,120,12431107,0.124350998,12632620.17,4,-0.050151445
New Jersey Transit Corporation,10/1/19,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",13983968,120,12431107,0.201652104,12616620.5,4,-0.051354462
New Jersey Transit Corporation,11/1/19,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",12170918,120,12431107,0.045855455,12607797.83,4,-0.05201784
New Jersey Transit Corporation,12/1/19,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",11682322,120,12431107,0.003870061,12594513.58,4,-0.053016685
New Jersey Transit Corporation,1/1/20,20080,2080,"New York-Newark, NY-NJ-CT",1,"New York-Newark, NY-NJ-CT",12431107,120,12431107,0.068213677,12625198.33,4,-0.050709494
Port Authority of Allegheny County,1/1/11,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4452959,120,4584352,0.138353537,4608122.833,17,0
Port Authority of Allegheny County,2/1/11,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4215708,120,4584352,0.077702739,4633452.333,17,0.005496707
Port Authority of Allegheny County,3/1/11,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4692706,120,4584352,0.199642411,4598296.167,17,-0.002132466
Port Authority of Allegheny County,4/1/11,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4245523,120,4584352,0.08532464,4554933.167,17,-0.011542589
Port Authority of Allegheny County,5/1/11,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4230710,120,4584352,0.081537847,4531080,17,-0.016718919
Port Authority of Allegheny County,6/1/11,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4287411,120,4584352,0.096032879,4506546.083,17,-0.022042978
Port Authority of Allegheny County,7/1/11,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4333167,120,4584352,0.107729934,4481700.417,17,-0.027434689
Port Authority of Allegheny County,8/1/11,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4609361,120,4584352,0.178336112,4481514.167,17,-0.027475107
Port Authority of Allegheny County,9/1/11,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4898532,120,4584352,0.252259728,4483752.083,17,-0.026989461
Port Authority of Allegheny County,10/1/11,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4923153,120,4584352,0.258553835,4479519.167,17,-0.027908038
Port Authority of Allegheny County,11/1/11,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4680276,120,4584352,0.196464808,4483175.25,17,-0.027114638
Port Authority of Allegheny County,12/1/11,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4356966,120,4584352,0.113813905,4493872.667,17,-0.024793212
Port Authority of Allegheny County,1/1/12,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4570545,120,4584352,0.168413198,4503671.5,17,-0.022666786
Port Authority of Allegheny County,2/1/12,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4641561,120,4584352,0.186567714,4539159.25,17,-0.014965656
Port Authority of Allegheny County,3/1/12,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",5005569,120,4584352,0.279622645,4565231.167,17,-0.009307839
Port Authority of Allegheny County,4/1/12,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4570390,120,4584352,0.168373574,4592303.417,17,-0.003432942
Port Authority of Allegheny County,5/1/12,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4739236,120,4584352,0.211537331,4634680.583,17,0.005763247
Port Authority of Allegheny County,6/1/12,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4375950,120,4584352,0.118666971,4642058.833,17,0.007364387
Port Authority of Allegheny County,7/1/12,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4320460,120,4584352,0.104481519,4640999.917,17,0.007134594
Port Authority of Allegheny County,8/1/12,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4598856,120,4584352,0.175650616,4640124.5,17,0.006944621
Port Authority of Allegheny County,9/1/12,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4509322,120,4584352,0.152762162,4607690.333,17,-9.39E-05
Port Authority of Allegheny County,10/1/12,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4992308,120,4584352,0.276232606,4613453.25,17,0.001156744
Port Authority of Allegheny County,11/1/12,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4522081,120,4584352,0.156023871,4600270.333,17,-0.001704056
Port Authority of Allegheny County,12/1/12,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",3867049,120,4584352,-0.011428377,4559443.917,17,-0.010563719
Port Authority of Allegheny County,1/1/13,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4404943,120,4584352,0.126078736,4545643.75,17,-0.013558467
Port Authority of Allegheny County,2/1/13,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4227474,120,4584352,0.080710597,4511136.5,17,-0.02104682
Port Authority of Allegheny County,3/1/13,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4332362,120,4584352,0.107524144,4455035.917,17,-0.033221102
Port Authority of Allegheny County,4/1/13,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4628458,120,4584352,0.183218065,4459874.917,17,-0.032170999
Port Authority of Allegheny County,5/1/13,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4545610,120,4584352,0.162038819,4443739.417,17,-0.035672534
Port Authority of Allegheny County,6/1/13,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4139173,120,4584352,0.058137347,4424008,17,-0.039954411
Port Authority of Allegheny County,7/1/13,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4404654,120,4584352,0.126004856,4431024.167,17,-0.038431846
Port Authority of Allegheny County,8/1/13,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4675002,120,4584352,0.195116564,4437369.667,17,-0.037054821
Port Authority of Allegheny County,9/1/13,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4616513,120,4584352,0.180164448,4446302.25,17,-0.035116378
Port Authority of Allegheny County,10/1/13,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",5067310,120,4584352,0.295406102,4452552.417,17,-0.033760041
Port Authority of Allegheny County,11/1/13,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4326995,120,4584352,0.106152125,4436295.25,17,-0.037287978
Port Authority of Allegheny County,12/1/13,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",3935811,120,4584352,0.006149927,4442025.417,17,-0.036044486
Port Authority of Allegheny County,1/1/14,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4113794,120,4584352,0.051649465,4417763,17,-0.041309627
Port Authority of Allegheny County,2/1/14,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4160217,120,4584352,0.063517031,4412158.25,17,-0.042525903
Port Authority of Allegheny County,3/1/14,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4570629,120,4584352,0.168434672,4432013.833,17,-0.03821708
Port Authority of Allegheny County,4/1/14,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4611648,120,4584352,0.17892076,4430613,17,-0.038521072
Port Authority of Allegheny County,5/1/14,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4548886,120,4584352,0.162876295,4430886,17,-0.038461829
Port Authority of Allegheny County,6/1/14,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4370487,120,4584352,0.117270411,4450162.167,17,-0.034278745
Port Authority of Allegheny County,7/1/14,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4663520,120,4584352,0.192181308,4471734.333,17,-0.02959741
Port Authority of Allegheny County,8/1/14,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4675313,120,4584352,0.195196068,4471760.25,17,-0.029591786
Port Authority of Allegheny County,9/1/14,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",5075172,120,4584352,0.297415942,4509981.833,17,-0.021297392
Port Authority of Allegheny County,10/1/14,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",5134161,120,4584352,0.312495878,4515552.75,17,-0.020088458
Port Authority of Allegheny County,11/1/14,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4343090,120,4584352,0.110266648,4516894,17,-0.019797396
Port Authority of Allegheny County,12/1/14,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4216170,120,4584352,0.077820845,4540257.25,17,-0.014727382
Port Authority of Allegheny County,1/1/15,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4414655,120,4584352,0.12856151,4565329,17,-0.009286609
Port Authority of Allegheny County,2/1/15,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4028247,120,4584352,0.029780247,4554331.5,17,-0.011673155
Port Authority of Allegheny County,3/1/15,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4638739,120,4584352,0.185846298,4560007.333,17,-0.010441453
Port Authority of Allegheny County,4/1/15,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4696133,120,4584352,0.200518489,4567047.75,17,-0.008913626
Port Authority of Allegheny County,5/1/15,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4446755,120,4584352,0.136767547,4558536.833,17,-0.010760564
Port Authority of Allegheny County,6/1/15,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4511612,120,4584352,0.153347578,4570297.25,17,-0.008208458
Port Authority of Allegheny County,7/1/15,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4551522,120,4584352,0.163550162,4560964.083,17,-0.010233831
Port Authority of Allegheny County,8/1/15,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4343515,120,4584352,0.110375295,4533314.25,17,-0.016234069
Port Authority of Allegheny County,9/1/15,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4619920,120,4584352,0.181035413,4495376.583,17,-0.02446685
Port Authority of Allegheny County,10/1/15,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4942638,120,4584352,0.263534977,4479416.333,17,-0.027930354
Port Authority of Allegheny County,11/1/15,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4265994,120,4584352,0.090557842,4472991.667,17,-0.029324558
Port Authority of Allegheny County,12/1/15,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4323105,120,4584352,0.105157686,4481902.917,17,-0.027390745
Port Authority of Allegheny County,1/1/16,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4129582,120,4584352,0.055685506,4458146.833,17,-0.032546007
Port Authority of Allegheny County,2/1/16,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4338523,120,4584352,0.109099141,4484003.167,17,-0.026934974
Port Authority of Allegheny County,3/1/16,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4627253,120,4584352,0.182910019,4483046,17,-0.027142686
Port Authority of Allegheny County,4/1/16,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4558752,120,4584352,0.165398438,4471597.583,17,-0.029627086
Port Authority of Allegheny County,5/1/16,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4421799,120,4584352,0.1303878,4469517.917,17,-0.03007839
Port Authority of Allegheny County,6/1/16,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4549081,120,4584352,0.162926145,4472640.333,17,-0.0294008
Port Authority of Allegheny County,7/1/16,30022,3022,"Pittsburgh, PA",27,"Pittsburgh, PA",4282286,120,4584352,0.094722725,4450204,17,-0.034269667
